Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Nybygging
Sunnusmári 19,Kópavogi,48900000,0,0,0,Fjölbýli,2019,80.2,3,2,1,1,Sameiginlegur,Já,Já
Sunnusmári 19,Kópavogi,54900000,5160000,0,0,Fjölbýli,0,102.4,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Sunnusmári 19,Kópavogi,36900000,3290000,0,0,Fjölbýli,0,53.8,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Eyrarholt 20,Hafnarfirði,52500000,47100000,42770000,0,Fjölbýli,1993,138.6,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Sunnusmári 25 (202),Kópavogi,41900000,0,0,0,Fjölbýli,2019,59.3,2,0,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kleifakór 19,Kópavogi,159000000,118800000,116750000,0,Einbýli,2006,357.9,7,5,2,1,Sérinngangur,Já,Nei / Ekki vitað
Bríetartún 11 211,Reykjavík,49900000,22200000,0,0,Fjölbýli,2018,78.3,2,1,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 9 1001,Reykjavík,99900000,33500000,0,0,Fjölbýli,2018,136.2,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 9 803,Reykjavík,89900000,34750000,0,0,Fjölbýli,2018,136.1,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Álfheimar 70,Reykjavík,46900000,47000000,33250000,0,Fjölbýli,1961,113.5,4,3,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 14 (105),Mosfellsbæ,61700000,4230000,0,0,Fjölbýli,2019,115.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurmýri 36,Seltjarnarnesi,59900000,51300000,38250000,0,Fjölbýli,2018,92.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Framnesvegur 40,Reykjavík,62700000,24550000,0,0,Fjölbýli,2019,95.3,4,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Framnesvegur 42,Reykjavík,66500000,39200000,0,0,Fjölbýli,2019,93.9,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Framnesvegur 42,Reykjavík,63500000,38200000,0,0,Fjölbýli,2019,96.5,4,2,2,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 10 (302),Mosfellsbæ,39500000,2880000,0,0,Fjölbýli,0,60.3,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Framnesvegur 42,Reykjavík,63500000,39150000,0,0,Fjölbýli,2019,100.7,4,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Framnesvegur 40,Reykjavík,52900000,22050000,0,0,Fjölbýli,2019,81,4,2,2,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27b,Reykjavík,59900000,35700000,0,0,Fjölbýli,2019,60.1,1,0,0,1,Sameiginlegur,Já,Nei / Ekki vitað
Framnesvegur 40,Reykjavík,40900000,16500000,0,0,Fjölbýli,2019,50.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27b,Reykjavík,72900000,42000000,0,0,Fjölbýli,2019,83.5,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Framnesvegur 40,Reykjavík,42900000,17000000,0,0,Fjölbýli,2019,52.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27b,Reykjavík,58900000,36600000,0,0,Fjölbýli,2019,65.5,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Laugavegur 27b,Reykjavík,39900000,30600000,0,0,Fjölbýli,2019,61.5,1,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,77900000,42300000,0,0,Fjölbýli,2019,89.8,1,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Bjarkarholt 10 (102),Mosfellsbæ,38500000,2860000,0,0,Fjölbýli,0,59.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,79900000,49400000,0,0,Fjölbýli,2019,102.4,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vesturgata 7,Reykjavík,47900000,52250000,29950000,0,Fjölbýli,1989,101.8,4,2,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,58900000,36850000,0,0,Fjölbýli,2019,64.7,1,0,0,1,Sameiginlegur,Já,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,58900000,36150000,0,0,Fjölbýli,2019,60.4,1,0,0,1,Sameiginlegur,Já,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,58900000,35700000,0,0,Fjölbýli,2019,64.2,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,69900000,44000000,0,0,Fjölbýli,2019,99.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 27a,Reykjavík,41900000,30500000,0,0,Fjölbýli,2019,60,1,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Efstaleiti 17,Reykjavík,69900000,0,0,0,Fjölbýli,2019,114.5,3,2,1,1,Sameiginlegur,Já,Já
Lágaleiti 13,Reykjavík,154000000,0,0,0,Fjölbýli,2019,199,5,4,1,2,Sameiginlegur,Já,Já
Laugavegur 27a,Reykjavík,44900000,34400000,0,0,Fjölbýli,2019,69.4,1,0,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Lágaleiti 11,Reykjavík,44900000,0,0,0,Fjölbýli,2019,64.3,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vörðuleiti 1,Reykjavík,67900000,0,0,0,Fjölbýli,2019,105.4,3,2,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,72900000,36750000,0,0,Fjölbýli,2019,78.1,3,2,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,71900000,35600000,0,0,Fjölbýli,2019,75.2,3,2,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,44900000,64700000,54230000,0,Fjölbýli,2019,90.6,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Lágaleiti 11,Reykjavík,44900000,0,0,0,Fjölbýli,2019,65.4,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Efstaleiti 17,Reykjavík,69900000,0,0,0,Fjölbýli,2019,112.4,3,2,1,1,Sameiginlegur,Já,Já
Efstaleiti 17,Reykjavík,67900000,0,0,0,Fjölbýli,2019,114,3,2,1,1,Sameiginlegur,Já,Já
Lágaleiti 15,Reykjavík,44900000,0,0,0,Fjölbýli,2019,64,2,1,1,1,Sameiginlegur,Já,Já
Efstaleiti  17,Reykjavík,59900000,0,0,0,Fjölbýli,2019,96.4,3,2,1,1,Sérinngangur,Já,Já
Bjarkarholt 10 (301),Mosfellsbæ,63900000,4660000,0,0,Fjölbýli,0,123.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 8 (104),Mosfellsbæ,56700000,4290000,0,0,Fjölbýli,0,108,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,77900000,38000000,0,0,Fjölbýli,2019,80.3,3,2,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Grettisgata 5,Reykjavík,47000000,38950000,31650000,0,Fjölbýli,1983,105.9,3,2,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,44900000,34100000,0,0,Fjölbýli,2019,47.4,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Bjarkarholt 8 (105),Mosfellsbæ,54500000,4090000,0,0,Fjölbýli,0,100.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,42900000,29650000,21500000,0,Fjölbýli,2019,39.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,43900000,28600000,0,0,Fjölbýli,2019,63.8,2,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,31900000,19100000,0,0,Fjölbýli,2019,35.2,1,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,44900000,39200000,32150000,0,Fjölbýli,2019,67.5,2,1,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,42900000,37950000,30300000,0,Fjölbýli,2019,64.3,2,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hverfisgata 44,Reykjavík,44900000,30050000,0,0,Fjölbýli,2019,69.8,2,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Flétturimi 28,Reykjavík,41900000,38500000,30300000,0,Fjölbýli,1995,86.1,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Lyngholt 19,Reykjanesbæ,39200000,30550000,35850000,0,Fjölbýli,1960,120.8,5,4,2,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Fellsás  9,Mosfellsbæ,46900000,52950000,43400000,0,Fjölbýli,2001,134,4,2,2,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgata 27,Reykjanesbæ,14800000,11050000,13100000,0,Fjölbýli,1936,45.2,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 15 B,Kópavogi,41900000,3630000,0,0,Fjölbýli,0,61.8,2,1,1,1,Sameiginlegur,Já,Já
Hafnarbraut 15 B,Kópavogi,40900000,3560000,0,0,Fjölbýli,0,59.2,2,1,1,1,Ekki vitað,Já,Já
Hafnarbraut 15 A,Kópavogi,40900000,3510000,0,0,Fjölbýli,0,57.2,2,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 10 (203),Mosfellsbæ,59500000,4530000,0,0,Fjölbýli,0,117.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarbraut 13,Kópavogi,40900000,16450000,0,0,Fjölbýli,2019,59,2,1,1,1,Sameiginlegur,Já,Já
Hafnarbraut 15 B,Kópavogi,33900000,3120000,0,0,Fjölbýli,0,50.3,1,0,1,1,Ekki vitað,Nei / Ekki vitað,Já
Klapparstígur 2,Reykjanesbæ,35700000,37200000,37900000,0,Einbýli,1932,116.8,5,3,1,1,Ekki vitað,Já,Nei / Ekki vitað
Snorrabraut 36,Reykjavík,36900000,33000000,19050000,0,Fjölbýli,1939,64.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tindaflöt 2,Akranesi,38000000,37650000,37650000,0,Fjölbýli,2005,100.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hörðukór 1,Kópavogi,94900000,72900000,76220000,0,Fjölbýli,2006,195.3,4,3,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Bogabraut 963B,Reykjanesbæ,27500000,23500000,25600000,0,Fjölbýli,1970,95.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963B,Reykjanesbæ,27600000,23300000,25500000,0,Fjölbýli,1970,94.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963B,Reykjanesbæ,27100000,23800000,26150000,0,Fjölbýli,1970,98.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963B,Reykjanesbæ,26900000,23400000,25550000,0,Fjölbýli,1970,94.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963A,Reykjanesbæ,27600000,23500000,27150000,0,Fjölbýli,1970,95.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963A,Reykjanesbæ,27600000,10650000,24550000,0,Fjölbýli,1970,95.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963,Reykjanesbæ,27600000,23000000,27050000,0,Fjölbýli,1970,95.8,3,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963,Reykjanesbæ,27500000,22750000,26900000,0,Fjölbýli,1970,94.6,3,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 963,Reykjanesbæ,27500000,23300000,27100000,0,Fjölbýli,1970,94.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Háengi 4 íbúð 202 4,Selfossi,26400000,22400000,29450000,0,Fjölbýli,1980,88.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Gerplustræti 37,Mosfellsbæ,35900000,31450000,26700000,0,Fjölbýli,2017,61.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 962A,Reykjanesbæ,28200000,25450000,27650000,0,Fjölbýli,1970,95.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 962A,Reykjanesbæ,27500000,25850000,28350000,0,Fjölbýli,1970,98.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bogabraut 962,Reykjanesbæ,28100000,25500000,27750000,0,Fjölbýli,1970,95.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Vefarastræti 44,Mosfellsbæ,47900000,28900000,0,0,Fjölbýli,2018,96.1,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 42,Mosfellsbæ,48900000,42600000,0,0,Fjölbýli,2018,97.5,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 42,Mosfellsbæ,47900000,29000000,0,0,Fjölbýli,2018,96.8,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 42,Mosfellsbæ,57900000,37050000,0,0,Fjölbýli,2018,125,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 40,Mosfellsbæ,48900000,42650000,0,0,Fjölbýli,2018,97.8,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 40,Mosfellsbæ,47900000,29200000,0,0,Fjölbýli,2018,98.3,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 40,Mosfellsbæ,47900000,29150000,0,0,Fjölbýli,2018,97.8,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Vefarastræti 40,Mosfellsbæ,47900000,29150000,0,0,Fjölbýli,2018,97.8,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Hjarðarhagi 40,Reykjavík,43900000,42150000,24780000,0,Fjölbýli,1956,90.6,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Stapi,Vestmannaeyjum,35000000,36450000,49820000,0,Einbýli,1959,203.9,5,4,1,1,-,Nei / Ekki vitað,Nei / Ekki vitað
Blikaás 23,Hafnarfirði,51200000,48150000,39850000,0,Fjölbýli,2000,119,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Vesturgata 7,Reykjavík,47900000,52250000,29850000,0,Fjölbýli,1989,101.8,4,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Jörfabakki 8,Reykjavík,44900000,38550000,35100000,0,Fjölbýli,1969,113.4,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 307,Akureyri,35450000,2750000,0,0,Fjölbýli,2020,76.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurbrú 8 302,Akureyri,63887675,46250000,52900000,0,Fjölbýli,2018,99.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurbrú 6 - 303,Akureyri,74900000,52800000,57350000,0,Fjölbýli,2018,117.4,4,3,11,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Heiðargerði 26,Reykjavík,92900000,92950000,61500000,0,Einbýli,1961,252.6,7,5,2,3,Sérinngangur,Já,Nei / Ekki vitað
Bláhamrar 2,Reykjavík,38500000,32050000,25700000,0,Fjölbýli,1989,72,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Melateigur 35,Akureyri,43900000,43750000,39290000,0,Fjölbýli,2000,131.2,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Ásvallagata 25,Reykjavík,39900000,40100000,20400000,0,Fjölbýli,1929,74.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Einigrund 1,Akranesi,30000000,32950000,33100000,0,Fjölbýli,1980,106.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Valhúsabraut 16,Seltjarnarnesi,147900000,119050000,91950000,0,Einbýli,1996,254.7,7,4,3,2,Sérinngangur,Já,Nei / Ekki vitað
Hagaflöt 7,Akranesi,40900000,40400000,34850000,0,Fjölbýli,2009,100.9,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjuvellir 3,Hafnarfirði,55900000,48500000,42250000,0,Fjölbýli,2006,127.2,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bríetartún 11,Reykjavík,51900000,46750000,36350000,0,Fjölbýli,2018,78.5,2,1,1,2,Sameiginlegur,Nei / Ekki vitað,Já
Gulaþing 32,Kópavogi,69900000,59400000,55750000,0,Fjölbýli,2008,174.7,3,2,1,1,Sérinngangur,Já,Nei / Ekki vitað
Lágaleiti 11,Reykjavík,85900000,0,0,0,Fjölbýli,2019,135.2,4,3,1,2,Sameiginlegur,Já,Nei / Ekki vitað
Lágaleiti 11,Reykjavík,51900000,0,0,0,Fjölbýli,2019,79,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Efstaleiti 13,Reykjavík,71900000,0,0,0,Fjölbýli,2019,118.1,3,2,1,1,Sameiginlegur,Já,Já
Kirkjubraut 12,Akranesi,53300000,52850000,53710000,0,Fjölbýli,2005,137.9,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Austurbrú 6 - 8  303,Akureyri,74900000,54800000,63560000,0,Fjölbýli,2018,117.4,4,0,0,0,Ekki vitað,Já,Nei / Ekki vitað
Austurbrú 6 - 8  302,Akureyri,63880000,48000000,59110000,0,Fjölbýli,2018,99.9,3,2,1,0,Ekki vitað,Já,Nei / Ekki vitað
Austurbrú 6 - 8  205,Akureyri,41850000,32950000,38460000,0,Fjölbýli,2018,56.8,2,1,1,0,Ekki vitað,Já,Nei / Ekki vitað
Austurbrú 6-8  106,Akureyri,42980000,34900000,39760000,0,Fjölbýli,2018,60.9,2,1,1,0,Ekki vitað,Já,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,60400000,45100000,46120000,0,Fjölbýli,2019,89.6,3,2,1,1,Sameiginlegur,Já,Já
Austurbrú 6 - 8  105,Akureyri,39580000,32200000,37260000,0,Fjölbýli,2018,53.6,2,1,1,0,Ekki vitað,Já,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,77900000,54850000,64620000,0,Fjölbýli,2019,136,4,3,1,1,Sameiginlegur,Já,Já
Austurbrú 6-8 104,Akureyri,41690000,36000000,41360000,0,Fjölbýli,2018,63.8,2,1,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Austurbrú 6 - 8 301,Akureyri,74865000,47200000,0,0,Fjölbýli,2018,117.1,3,2,1,1,Ekki vitað,Já,Nei / Ekki vitað
Austurbrú 6 - 8  204,Akureyri,43900000,1750000,0,0,Fjölbýli,2018,66.6,2,1,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Austurbrú  6 - 8 304,Akureyri,115000000,4880000,0,0,Fjölbýli,2018,176.7,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 310,Akureyri,45950000,3490000,0,0,Fjölbýli,2019,104.9,5,4,1,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Dalbrekka 10,Kópavogi,46900000,19800000,0,0,Fjölbýli,2019,84.1,2,1,1,1,Sameiginlegur,Já,Já
Bakkagerði 9,Reykjavík,86900000,68950000,48700000,0,Einbýli,1953,174.4,7,4,2,3,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Álalækur 9,Selfossi,26900000,25450000,23550000,0,Fjölbýli,2019,60.9,2,1,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Gullsmári 11,Kópavogi,47900000,38300000,26000000,0,Fjölbýli,1994,78.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 307,Akureyri,35450000,2750000,0,0,Fjölbýli,2019,76.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Valshlíð 8 405,Reykjavík,66000000,8350000,7650000,0,Fjölbýli,2020,104.7,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Smyrilshlíð 3 (103),Reykjavík,53900000,8350000,7650000,0,Fjölbýli,2019,90.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 306,Akureyri,24350000,1815000,0,0,Fjölbýli,2019,45.7,1,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Njálsgata 85,Reykjavík,35900000,29900000,18300000,0,Fjölbýli,1938,58.7,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kjarnagata 51 305,Akureyri,31750000,2350000,0,0,Fjölbýli,2019,62.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Miklabraut 66,Reykjavík,55000000,41750000,30500000,0,Fjölbýli,1946,107.1,5,4,1,2,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Smyrilshlíð 15,Reykjavík,51900000,0,0,0,Fjölbýli,2019,76.1,2,1,1,1,Sérinngangur,Já,Já
Smiðsbúð 8,Garðabæ,32900000,30100000,18950000,0,Fjölbýli,1982,61.5,2,1,1,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Selnes 20,Breiðdalsvík,5500000,5050000,6510000,0,Atvinnuhúsnæði,1962,147,0,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Skúlagata 44,Reykjavík,49900000,49350000,32600000,0,Fjölbýli,1998,92.6,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tryggvagata 13,Reykjavík,41000000,40250000,28000000,0,Fjölbýli,2017,55.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Holtsflöt  6    íbúð   202,Akranesi,36900000,34450000,38500000,0,Fjölbýli,2007,110.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Tryggvagata 13,Reykjavík,68900000,62150000,40700000,0,Fjölbýli,2017,101.6,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Tryggvagata 13,Reykjavík,124000000,4820000,0,0,Fjölbýli,2017,164.9,4,2,2,2,Sameiginlegur,Nei / Ekki vitað,Já
Tryggvagata 13,Reykjavík,40000000,39050000,27950000,0,Fjölbýli,2017,55.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Gautavík 34,Reykjavík,49500000,49050000,39050000,0,Fjölbýli,1999,120.5,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hallakur 3,Garðabæ,56900000,50700000,38700000,0,Fjölbýli,2007,111.8,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Lágaleiti 9,Reykjavík,39900000,35000000,24750000,0,Fjölbýli,2019,53.9,2,1,1,0,Ekki vitað,Nei / Ekki vitað,Já
Jaðarleiti 2,Reykjavík,73900000,57150000,50100000,0,Fjölbýli,2018,107.3,4,3,1,1,Sameiginlegur,Já,Já
Lágaleiti 9,Reykjavík,40900000,35100000,24950000,0,Fjölbýli,2019,54.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Lágaleiti 3,Reykjavík,37200000,31500000,0,0,Fjölbýli,2019,51.2,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Óðinsvellir 12,Reykjanesbæ,59800000,60600000,68000000,0,Einbýli,1982,213.3,5,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Ásvallagata 2,Reykjavík,43900000,41200000,22450000,0,Fjölbýli,1928,72,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Naustabryggja 54-56,Reykjavík,39900000,41450000,31950000,0,Fjölbýli,2000,99.9,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Lágaleiti 3,Reykjavík,64900000,54050000,0,0,Fjölbýli,2019,112.4,3,2,1,0,Ekki vitað,Já,Já
Bogahlíð 4,Reykjavík,79900000,66700000,58450000,0,Fjölbýli,1994,143.1,3,2,2,1,Sameiginlegur,Já,Nei / Ekki vitað
Dynskálar 49,Hellu,15500000,4620000,0,0,Atvinnuhúsnæði,2019,101.9,0,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hlíðargata 30,Sandgerði,38800000,30950000,36400000,0,Einbýli,1963,138.1,5,3,1,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Norðurtún 43,Egilsstöðum,52800000,47100000,62000000,0,Einbýli,2006,192.4,4,4,1,2,Ekki vitað,Já,Nei / Ekki vitað
Blöndubakki 3,Reykjavík,43700000,39900000,38500000,0,Fjölbýli,1972,120.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Grandavegur 39,Reykjavík,27900000,26100000,11700000,0,Fjölbýli,1920,41.4,2,0,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkardalur 33,Njarðvík,41800000,47500000,44040000,0,Fjölbýli,2009,142.7,4,3,1,1,Sérinngangur,Já,Já
Búastaðabraut 8,Vestmannaeyjum,39900000,49600000,76800000,0,Einbýli,1979,267.7,5,4,1,2,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Síðumúli 39,Reykjavík,40500000,0,0,0,Fjölbýli,2019,58.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Síðumúli 39,Reykjavík,39900000,0,0,0,Fjölbýli,2019,58.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Síðumúli 39,Reykjavík,39900000,0,0,0,Fjölbýli,2019,57.8,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Rimasíða 12,Akureyri,65900000,56350000,62720000,0,Einbýli,1979,186.2,6,5,1,1,Tveir inngangar,Já,Nei / Ekki vitað
Efstaleiti 17,Reykjavík,67900000,6990000,0,0,Fjölbýli,2020,114,3,2,1,1,Sameiginlegur,Já,Já
