Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Nybygging
Bjarkarholt 20 (301),Mosfellsbæ,39500000,2880000,0,0,Fjölbýli,0,60.4,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Stuðlaborg 209,Reykjavík,89500000,70000000,0,0,Fjölbýli,2019,138.7,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Stuðlaborg 304,Reykjavík,60900000,60000000,0,0,Fjölbýli,2019,90.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 20 (201),Mosfellsbæ,37900000,2870000,0,0,Fjölbýli,0,59.9,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjusandur - Stuðlaborg 112,Reykjavík,69900000,80000000,0,0,Fjölbýli,2019,115.8,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bjarkarholt 12,Mosfellsbæ,56000000,4230000,0,0,Fjölbýli,2019,105.6,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 10,Mosfellsbæ,59500000,4530000,0,0,Fjölbýli,2019,117.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 10,Mosfellsbæ,63900000,4660000,0,0,Fjölbýli,2019,123.3,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 12,Mosfellsbæ,65500000,4720000,0,0,Fjölbýli,2019,126.5,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,64500000,4290000,0,0,Fjölbýli,2019,108,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 12,Mosfellsbæ,58500000,4240000,0,0,Fjölbýli,2019,106.3,3,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 14,Mosfellsbæ,59000000,4250000,0,0,Fjölbýli,2019,106.9,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,59500000,4370000,0,0,Fjölbýli,2019,113,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 16,Mosfellsbæ,62900000,4520000,0,0,Fjölbýli,2019,117.2,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 14,Mosfellsbæ,63900000,4420000,0,0,Fjölbýli,2019,113.2,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 16,Mosfellsbæ,59500000,4210000,0,0,Fjölbýli,2019,104.2,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 18,Mosfellsbæ,64900000,4570000,0,0,Fjölbýli,2019,118.8,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 20,Mosfellsbæ,35900000,2760000,0,0,Fjölbýli,2020,56.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 18,Mosfellsbæ,49900000,3880000,0,0,Fjölbýli,2020,94,2,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 16,Mosfellsbæ,67300000,4670000,0,0,Fjölbýli,2020,121.4,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 16,Mosfellsbæ,48500000,17900000,0,0,Fjölbýli,2019,90.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 14,Mosfellsbæ,61900000,4410000,0,0,Fjölbýli,2020,114.4,3,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 12,Mosfellsbæ,87000000,5370000,0,0,Fjölbýli,2020,151.3,4,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 18,Mosfellsbæ,57500000,4260000,0,0,Fjölbýli,2019,107.5,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 20,Mosfellsbæ,66900000,4550000,0,0,Fjölbýli,2019,117.6,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 12,Mosfellsbæ,56000000,4230000,0,0,Fjölbýli,2020,105.6,3,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,58200000,4280000,0,0,Fjölbýli,2019,107.3,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 18,Mosfellsbæ,67900000,4540000,0,0,Fjölbýli,2019,117.1,3,2,1,11,Sameiginlegur,Já,Já
Bjarkarholt 10,Mosfellsbæ,59500000,4530000,0,0,Fjölbýli,2020,117.7,3,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 10,Mosfellsbæ,39500000,2880000,0,0,Fjölbýli,2020,60.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Bjarkarholt 10,Mosfellsbæ,64500000,4580000,0,0,Fjölbýli,2020,118.4,3,1,1,1,Sameiginlegur,Já,Já
Bjarkarholt 18,Mosfellsbæ,64500000,4580000,0,0,Fjölbýli,2019,119.6,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 20,Mosfellsbæ,65900000,4500000,0,0,Fjölbýli,2019,115.7,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 20,Mosfellsbæ,63500000,4480000,0,0,Fjölbýli,2019,114.7,3,2,1,1,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,62800000,4540000,0,0,Fjölbýli,2020,117.2,4,3,1,1,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,58200000,4280000,0,0,Fjölbýli,2020,107.3,3,2,1,0,Sameiginlegur,Já,Já
Bjarkarholt 8,Mosfellsbæ,56700000,4290000,0,0,Fjölbýli,2020,108,3,2,1,0,Sameiginlegur,Já,Já
Snægil 17,Akureyri,38500000,33900000,36447000,0,Fjölbýli,1998,102.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjusandur - Stuðlaborg 109,Reykjavík,51900000,0,0,0,Fjölbýli,2019,86.7,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hallgerðargata 7,Reykjavík,79900000,0,0,0,Fjölbýli,2019,100,3,1,2,2,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (503),Reykjavík,54900000,0,0,0,Fjölbýli,2019,65.9,2,1,1,1,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (501),Reykjavík,54900000,0,0,0,Fjölbýli,2019,61.8,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,96500000,0,0,0,Fjölbýli,2019,135.8,4,2,2,2,Sameiginlegur,Já,Já
Vinastræti 4,Garðabæ,58900000,0,0,0,Fjölbýli,2019,118,4,3,1,1,Sameiginlegur,Já,Já
Kirkjusandur- Stuðlaborg 309,Reykjavík,94900000,70000000,0,0,Fjölbýli,2019,138.6,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjusandur 306,Reykjavík,94900000,80000000,0,0,Fjölbýli,2019,136.7,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hafnarstræti 81,Akureyri,18500000,0,0,0,Fjölbýli,1947,33.6,1,0,0,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hvanneyrarbraut 64,Siglufirði,13300000,11650000,24850000,0,Fjölbýli,1947,85.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Kirkjusandur - Stuðlaborg 308,Reykjavík,105900000,100000000,0,0,Fjölbýli,2019,165,5,3,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Réttarholtsvegur 1,Reykjavík,57900000,55650000,42880000,0,Fjölbýli,1961,150.9,4,2,2,1,Sameiginlegur,Já,Nei / Ekki vitað
Lundargata 7,Akureyri,22500000,27350000,28350000,0,Einbýli,1894,119.7,4,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Stuðlaborg 310,Reykjavík,70500000,80000000,0,0,Fjölbýli,2019,101.2,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hallgerðargata  7,Reykjavík,62900000,0,0,0,Fjölbýli,2019,93,3,2,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,47900000,0,0,0,Fjölbýli,2019,67.8,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,105900000,0,0,0,Fjölbýli,2019,165,4,2,2,2,Sameiginlegur,Já,Já
Klukkuberg 25,Hafnarfirði,44900000,43950000,36280000,0,Fjölbýli,1991,107.3,4,3,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Skólastígur  23,Stykkishólmi,43700000,34000000,52850000,0,Einbýli,1947,201,8,5,3,2,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Hallgerðargata  7,Reykjavík,49900000,0,0,0,Fjölbýli,2019,81.8,2,1,1,1,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (301),Reykjavík,61900000,0,0,0,Fjölbýli,2019,93,3,2,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,46900000,0,0,0,Fjölbýli,2019,77.5,2,1,1,1,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (214),Reykjavík,60500000,0,0,0,Fjölbýli,2019,92.2,3,2,1,1,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (212),Reykjavík,46500000,0,0,0,Fjölbýli,2019,68.8,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,72900000,0,0,0,Fjölbýli,2019,115.7,3,2,1,2,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (208),Reykjavík,99000000,0,0,0,Fjölbýli,2019,163.9,4,2,2,2,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,66900000,0,0,0,Fjölbýli,2019,107,2,1,1,2,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,57900000,0,0,0,Fjölbýli,2019,91.5,3,2,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,45900000,0,0,0,Fjölbýli,2019,75.3,2,1,1,1,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (115),Reykjavík,57500000,0,0,0,Fjölbýli,2019,86.9,3,2,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,69900000,0,0,0,Fjölbýli,2019,115.8,3,2,1,2,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (111),Reykjavík,62900000,0,0,0,Fjölbýli,2019,101.2,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,66900000,0,0,0,Fjölbýli,2019,108,3,2,1,1,Sameiginlegur,Já,Já
Hallgerðargata  7,Reykjavík,50900000,0,0,0,Fjölbýli,2019,82.9,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata 7,Reykjavík,84900000,0,0,0,Fjölbýli,2019,141.1,4,3,1,2,Sameiginlegur,Já,Já
Kirkjusandur Stuðlaborg (105),Reykjavík,41900000,0,0,0,Fjölbýli,2019,63.7,2,1,1,1,Sameiginlegur,Já,Já
Hallgerðargata 7,Reykjavík,45900000,0,0,0,Fjölbýli,2019,71.8,2,1,1,1,Sameiginlegur,Já,Já
Kirkjusandur - Stuðlaborg 102,Reykjavík,45900000,0,0,0,Fjölbýli,2019,74,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hallgerðargata  7,Reykjavík,45900000,0,0,0,Fjölbýli,2019,74,2,1,1,1,Sameiginlegur,Já,Já
Stuðlaborg,Reykjavík,106500000,0,0,0,Fjölbýli,2019,143.9,4,3,1,2,Sameiginlegur,Já,Já
Kirkjusandur - Stuðlaborg 106,Reykjavík,84500000,0,0,0,Fjölbýli,2019,141.1,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Trönuhraun 3,Hafnarfirði,59800000,32200000,33250000,0,Atvinnuhúsnæði,2000,144.2,2,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
"Dalsbraut 30, 105",Njarðvík,39900000,0,0,0,Fjölbýli,2018,106.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
"Dalsbraut 30, 201",Njarðvík,39900000,0,0,0,Fjölbýli,2018,106.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Já
Geirsgata 2 - Hafnartorg,Reykjavík,83900000,68600000,51400000,0,Fjölbýli,2018,106.7,3,2,1,2,Sameiginlegur,Já,Já
Tryggvagata 21 - Hafnartorg,Reykjavík,59800000,55300000,41350000,0,Fjölbýli,2018,75.8,2,1,1,1,Sameiginlegur,Já,Já
Frakkastígur 12A,Reykjavík,37100000,32150000,24450000,0,Fjölbýli,1981,52.2,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Seilugrandi 9,Reykjavík,44900000,41550000,30480000,0,Fjölbýli,1982,81.9,3,2,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Háaleitisbraut 49,Reykjavík,39900000,35400000,27000000,0,Fjölbýli,1964,93.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Dyngjugata (sölusýning) íb305,Garðabæ,67900000,4820000,10,0,Fjölbýli,2017,134.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Garðabraut 20,Akranesi,28500000,22300000,29600000,0,Fjölbýli,1973,100.9,3,2,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Norðurgata 44,Akureyri,55000000,50650000,52590000,0,Einbýli,1947,222.6,6,0,0,0,Ekki vitað,Já,Nei / Ekki vitað
Bæjarhraun 24,Hafnarfirði,39800000,30100000,32550000,0,Atvinnuhúsnæði,1985,145.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Hjallalundur 20 402,Akureyri,33800000,34700000,34200000,0,Fjölbýli,1989,95.1,3,2,1,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Skúlagata 32-34,Reykjavík,42900000,38150000,26000000,0,Fjölbýli,1959,74.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Davíðshagi 2 105,Akureyri,34892000,32150000,28400000,0,Fjölbýli,2019,79.3,2,2,1,1,Sérinngangur,Nei / Ekki vitað,Já
Flugvellir 20,Reykjanesbæ,82700000,27700000,0,0,Atvinnuhúsnæði,2019,413.7,1,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,56600000,18750000,0,0,Atvinnuhúsnæði,2019,276.3,1,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Gunnólfsgata 2,Ólafsfirði,29500000,19850000,47590000,0,Einbýli,1955,196,6,4,2,1,Sérinngangur,Já,Nei / Ekki vitað
Tjarnarlundur 16,Akureyri,25300000,26750000,26150000,0,Fjölbýli,1976,83.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Melahvarf 4,Kópavogi,98500000,76750000,58170000,0,Einbýli,2000,202.9,3,2,1,1,Tveir inngangar,Já,Nei / Ekki vitað
Melasíða 10n,Akureyri,29400000,23900000,28700000,0,Fjölbýli,1980,94.1,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Hávegur 9,Siglufirði,4900000,7470000,12700000,0,Fjölbýli,1926,52.6,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Aðalstræti,Patreksfirði,30900000,11700000,83230000,0,Atvinnuhúsnæði,1980,295.9,0,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Aðalstræti 116,Patreksfirði,38900000,19950000,62150000,0,Einbýli,1962,220.3,8,5,2,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Fitjaás 4,Njarðvík,22000000,8280000,0,0,Einbýli,2019,211.4,4,0,0,0,Ekki vitað,Já,Nei / Ekki vitað
Austurvegur  51,Selfossi,62800000,52900000,83730000,0,Fjölbýli,2018,128.3,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Vesturvegur - Kúluhúsið 18,Vestmannaeyjum,55000000,20750000,70350000,0,Atvinnuhúsnæði,1983,238.9,0,0,0,0,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Vesturtangi 13,Siglufirði,18500000,16000000,37850000,0,Atvinnuhúsnæði,1993,343,1,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,64500000,42300000,55750000,0,Atvinnuhúsnæði,2010,172,0,0,0,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,64500000,40600000,55900000,0,Atvinnuhúsnæði,2010,172,0,0,0,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,31900000,23650000,27350000,0,Atvinnuhúsnæði,2010,90.3,0,0,0,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,30900000,23650000,27350000,0,Atvinnuhúsnæði,2010,90.3,0,0,0,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,33900000,26600000,32450000,0,Atvinnuhúsnæði,2010,90.3,0,0,0,1,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Fiskislóð 31,Reykjavík,50900000,41900000,48200000,0,Atvinnuhúsnæði,2010,150.5,0,0,0,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Túngata 13,Ólafsfirði,41000000,25950000,69780000,0,Einbýli,1974,248.1,8,6,1,2,Tveir inngangar,Já,Nei / Ekki vitað
Hafnartún 32,Siglufirði,24000000,20600000,36350000,0,Einbýli,1986,111,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Strikið 1B,Garðabæ,61500000,0,0,0,Fjölbýli,2018,99.5,2,1,1,1,Sameiginlegur,Já,Já
Geirsgata 4 - Hafnartorg,Reykjavík,89600000,0,0,0,Fjölbýli,2018,117.1,3,2,1,2,Sameiginlegur,Já,Já
Mýrargata 26,Reykjavík,48900000,47600000,30850000,0,Fjölbýli,2014,66.1,2,1,1,1,Sér innaf svölum,Nei / Ekki vitað,Nei / Ekki vitað
Ránargata 1,Flateyri,39000000,14745000,81650000,0,Atvinnuhúsnæði,1966,258.1,0,0,0,4,Tveir sér,Nei / Ekki vitað,Nei / Ekki vitað
Sunnusmári 28,Kópavogi,61900000,55550000,44590000,0,Fjölbýli,2018,116.8,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Aldinmörk 8,Hveragerði,38500000,14600000,0,0,Fjölbýli,2019,79.9,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Aldinmörk 8,Hveragerði,37300000,14550000,0,0,Fjölbýli,2019,79.9,3,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Aldinmörk 8,Hveragerði,37800000,14750000,0,0,Fjölbýli,2019,79.9,3,2,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
"Aldinmörk 8, íbúð 103",Hveragerði,37800000,8380000,0,0,Fjölbýli,2019,79.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Selvík 3,Reykjanesbæ,31500000,23150000,0,0,Atvinnuhúsnæði,2007,156.2,2,0,0,1,Tveir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Keilusíða 6 d,Akureyri,32500000,31100000,35450000,0,Fjölbýli,1979,108.9,4,3,1,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Vitatorg 7,Sandgerði,55000000,8740000,36500000,0,Atvinnuhúsnæði,1982,120,2,0,0,3,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Steinsstaðaskóli 0,Varmahlíð,95000000,49600000,231950000,0,Atvinnuhúsnæði,1948,537,18,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bláskógar 2,Hveragerði,45500000,36150000,41800000,0,Einbýli,1974,158.4,5,3,2,1,Sérinngangur,Já,Nei / Ekki vitað
Bláskógar 2,Hveragerði,45500000,36150000,41800000,0,Einbýli,1974,158.4,5,3,2,1,Sérinngangur,Já,Nei / Ekki vitað
Sunnusmári 22 (405),Kópavogi,39900000,0,0,0,Fjölbýli,2019,56.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Háteigur 4,Akranesi,26500000,25400000,29300000,0,Fjölbýli,1934,110.6,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Strikið  1A,Garðabæ,58800000,0,0,0,Fjölbýli,2018,99.9,2,1,1,1,Sameiginlegur,Já,Já
Strikið  1B,Garðabæ,53900000,0,0,0,Fjölbýli,2018,83.9,2,1,1,1,Sameiginlegur,Já,Já
Strikið 1A,Garðabæ,56900000,0,0,0,Fjölbýli,2018,104.6,2,1,1,1,Sameiginlegur,Já,Já
Auðbrekka 16,Kópavogi,52500000,50800000,40400000,0,Fjölbýli,1967,123.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Naustavör 34,Kópavogi,79400000,63750000,67000000,0,Fjölbýli,2019,140.6,4,3,1,1,Sameiginlegur,Já,Já
Frakkastígur 8C,Reykjavík,43700000,4980000,0,0,Fjölbýli,2018,59.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Frakkastígur 8C,Reykjavík,43700000,4900000,0,0,Fjölbýli,2018,57.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Hverfisgata 37,Reykjavík,37900000,32750000,20050000,0,Fjölbýli,1906,67.5,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Höfðavegur 5,Húsavík,48000000,22800000,45000000,0,Einbýli,1919,254.8,3,11,2,3,Margir inngangar,Já,Nei / Ekki vitað
Miðhof 6,Flúðum,48900000,40400000,62000000,0,Einbýli,2006,200.9,6,5,1,2,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Bárustígur  15,Vestmannaeyjum,36000000,24350000,93850000,0,Atvinnuhúsnæði,1960,327.1,7,0,0,0,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Sundabakki  12,Stykkishólmi,60000000,49000000,82150000,0,Einbýli,1983,292,7,6,2,0,Margir inngangar,Já,Nei / Ekki vitað
Sunnusmári 18 (504),Kópavogi,49900000,0,0,0,Fjölbýli,2019,78.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Eiríksgata 33,Reykjavík,36900000,33550000,19448000,0,Fjölbýli,1936,54.5,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Vatnsnesvegur 31,Reykjanesbæ,44900000,35750000,47660000,0,Fjölbýli,1954,189,5,4,1,2,Sérinngangur,Já,Nei / Ekki vitað
Austurhóp 7,Grindavík,48500000,44300000,53150000,0,Einbýli,2008,165.1,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Mánagrund 0,Reykjanesbæ,39000000,30400000,77850000,0,Atvinnuhúsnæði,1993,410.2,1,3,2,3,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 38,Reykjavík,39900000,38200000,18100000,0,Fjölbýli,1905,61.3,3,1,2,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Laugavegur 38,Reykjavík,52500000,48150000,30000000,0,Fjölbýli,1905,87.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Breiðahvarf 4,Kópavogi,124000000,104150000,105260000,0,Einbýli,1956,328.7,6,10,2,4,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Blómsturvellir 47,Neskaupstað,36000000,30100000,53900000,0,Einbýli,1970,178.7,5,4,1,1,Margir inngangar,Já,Nei / Ekki vitað
Strikið 1B,Garðabæ,72300000,0,0,0,Fjölbýli,2018,98.6,2,1,1,1,Sameiginlegur,Já,Já
Flugvellir 20,Reykjanesbæ,82700000,27700000,0,0,Atvinnuhúsnæði,2019,413.7,1,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,56600000,18750000,0,0,Atvinnuhúsnæði,2019,276.3,1,0,0,0,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Vesturgata 73,Reykjavík,78000000,70850000,48350000,0,Fjölbýli,1986,183.1,6,3,3,2,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Bergþórugata 23 (301),Reykjavík,66900000,43850000,30250000,0,Fjölbýli,2016,103.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Áshamar 75,Vestmannaeyjum,22700000,17000000,26650000,0,Fjölbýli,1976,91.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Norðurbakki Skipti ód  9A,Hafnarfirði,72850000,54450000,47180000,0,Fjölbýli,2015,124.2,4,3,1,1,Sameiginlegur,Já,Nei / Ekki vitað
Fjölnisgata 2a,Akureyri,42500000,29200000,30150000,0,Atvinnuhúsnæði,1975,193.9,0,0,0,0,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Hlíðargata 35,Fáskrúðsfirði,29000000,20400000,47560000,0,Einbýli,1968,193,5,4,1,1,Margir inngangar,Nei / Ekki vitað,Nei / Ekki vitað
Strikið  1C,Garðabæ,60500000,0,0,0,Fjölbýli,2018,100.5,2,1,1,1,Sameiginlegur,Já,Já
Strikið  1A,Garðabæ,62200000,0,0,0,Fjölbýli,2018,92.6,2,1,1,1,Sameiginlegur,Já,Já
Suðurgerði,Vestmannaeyjum,39900000,42500000,63400000,0,Einbýli,1977,210.8,6,5,1,2,-,Nei / Ekki vitað,Nei / Ekki vitað
Aðalstræti 24,Ísafirði,19900000,10200000,21750000,0,Fjölbýli,1935,61.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Suðurgerði  4,Vestmannaeyjum,39900000,42500000,73500000,0,Einbýli,1977,252.4,5,4,1,2,Ekki vitað,Nei / Ekki vitað,Nei / Ekki vitað
Fífilgata 5,Vestmannaeyjum,18800000,17350000,27800000,0,Fjölbýli,1929,88.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Nei / Ekki vitað
Holtsgata 1,Njarðvík,39500000,30900000,39690000,0,Fjölbýli,1965,158.7,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Kotárgerði 17,Akureyri,64900000,62750000,70205000,0,Fjölbýli,1966,223.4,7,4,2,0,Tveir inngangar,Já,Nei / Ekki vitað
Dalbraut 8,Búðardal,24000000,17000000,40460000,0,Einbýli,1962,145,4,3,1,1,Sérinngangur,Já,Nei / Ekki vitað
Strikið  1C,Garðabæ,61300000,0,0,0,Fjölbýli,2018,101.8,2,1,1,1,Sameiginlegur,Já,Já
Kuggavogur  15,Reykjavík,49900000,23250000,0,0,Fjölbýli,2018,91.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,Já
Vesturvallagata 4,Reykjavík,49500000,37500000,16250000,0,Einbýli,1901,53.7,2,1,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
Stafnesvegur 1,Sandgerði,27900000,17850000,37100000,0,Fjölbýli,1963,102.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,Nei / Ekki vitað
