Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Dags.sott,Nybygging
Halldóruhagi 14 101,Akureyri,43000000,3130000,0,0,Hæðir,2019,93.5,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bláskógar 2,Hveragerði,45500000,36150000,41800000,0,Einbýli,1974,158.4,5,3,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Bláskógar 2,Hveragerði,45500000,36150000,41800000,0,Einbýli,1974,158.4,5,3,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Þórsstígur   7,Selfossi,2200000,2750000,0,0,Jörð/Lóð,NA,9926,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 22 GISTIHÚS,Neskaupstað,NA,14715000,55400000,0,atv,1957,200,8,6,2,2,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sunnusmári 22 (405),Kópavogi,39900000,0,0,0,Fjölbýli,2019,56.4,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Háteigur 4,Akranesi,26500000,25400000,29300000,0,Fjölbýli,1934,110.6,5,4,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjustígur 7 TIL BROTTFLUTNINGS,Eskifirði,NA,11150000,24200000,0,Einbýli,1923,89.4,4,NA,NA,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Altea, 6-7 herbergja einbýli",Útlöndum,108675000,0,0,NA,Einbýli,2017,660,6,5,2,5,Tvennir,Nei / Ekki vitað,2020-03-21,Já
"Spánn, Ciudad Quesada, 6 herb. 364 m2 einbýli",Útlöndum,94806000,0,0,NA,Enbýli,NA,364,6,5,1,4,Þrennir inngangar,Já,2020-03-21,Nei / Ekki vitað
"Spánn, Miðbær Torrevieja, Penthouse",Útlöndum,20010000,0,0,NA,Fjölbýli,NA,120,4,3,1,2,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Vatnsendahlíð 84,Borgarnesi,17900000,20900000,23100000,0,Sumarhús,1991,60,5,3,2,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið  1A,Garðabæ,58800000,0,0,0,Fjölbýli,2018,99.9,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið  1B,Garðabæ,53900000,0,0,0,Fjölbýli,2018,83.9,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1A,Garðabæ,56900000,0,0,0,Fjölbýli,2018,104.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Auðbrekka 16,Kópavogi,52500000,50800000,40400000,0,Fjölbýli,1967,123.4,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Drafnarbraut 2,Dalvík,32900000,26950000,43540000,0,Hæðir,1975,153.4,5,3,1,1,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Klettatröð 15,Reykjanesbæ,169000000,96250000,318850000,0,atv,2018,1645,7,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hvammsvegur 2,Selfossi,17900000,18100000,24200000,0,Sumarhús,1994,67.7,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hvammar 21,Selfossi,38500000,20500000,25150000,0,Sumarhús,1990,70.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Naustavör 34,Kópavogi,79400000,63750000,67000000,0,Fjölbýli,2019,140.6,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Kiðjaberg 0,Selfossi,47900000,35750000,39950000,0,Sumarhús,2008,86.6,5,3,1,1,Tveir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Frakkastígur 8C,Reykjavík,43700000,4980000,0,0,Fjölbýli,2018,59.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Frakkastígur 8C,Reykjavík,43700000,4900000,0,0,Fjölbýli,2018,57.1,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Hverfisgata 37,Reykjavík,37900000,32750000,20050000,0,Fjölbýli,1906,67.5,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Galtaflöt 4,NA,10500000,4685000,0,0,Sumarhús,2019,23.4,0,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dalshraun 16,Hafnarfirði,NA,71150000,59150000,0,atv,1974,120,0,0,0,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Höfðavegur 5,Húsavík,48000000,22800000,45000000,0,Einbýli,1919,254.8,3,11,2,3,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Smáratorg 3,Kópavogi,NA,0,0,0,atv,2008,235,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 22,Reykjavík,NA,0,0,0,atv,1986,150,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Síðumúli 13,Reykjavík,NA,0,0,0,atv,NA,25,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ármúli,Reykjavík,NA,0,0,0,atv,NA,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Klapparstígur 25-27,Reykjavík,NA,0,0,0,atv,NA,40,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavíkurvegur 50,Hafnarfirði,NA,0,0,0,atv,1978,450,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnargata 60,Reykjanesbæ,NA,80750000,188600000,0,atv,1972,766.9,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dugguvogur 2,Reykjavík,NA,840350000,485050000,0,atv,1972,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dugguvogur 2,Reykjavík,NA,840350000,485050000,0,atv,1972,420,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sunnuhlíð 9,Grenivík,1250000,1125000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Miðhof 6,Flúðum,48900000,40400000,62000000,0,Einbýli,2006,200.9,6,5,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtsgata 29,Njarðvík,36200000,26100000,31070000,0,Hæðir,1956,128.2,3,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hallkelshólar 78,Selfossi,18900000,18400000,22850000,0,Sumarhús,2005,63.6,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Murica,Útlöndum,16560,0,0,0,Par/Raðhús,2019,164,3,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Skútuvogur 11,Reykjavík,NA,0,0,0,atv,NA,286.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Baldursnes 8,Akureyri,NA,321600000,413800000,0,atv,2008,952,5,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kerhraun C 94,Selfossi,1850000,2450000,0,0,Jörð/Lóð,NA,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtasmári 1,Kópavogi,NA,0,0,0,atv,NA,1800,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtasmári 1,Kópavogi,NA,0,0,0,atv,NA,300,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Eiríksbraut 2,Selfossi,30900000,22200000,31650000,0,Sumarhús,2013,73.1,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bárustígur  15,Vestmannaeyjum,36000000,24350000,93850000,0,atv,1960,327.1,7,0,0,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bárustígur  15,Vestmannaeyjum,40000000,30450000,98300000,0,atv,NA,325.6,0,0,0,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sundabakki  12,Stykkishólmi,60000000,49000000,82150000,0,Einbýli,1983,292,7,6,2,0,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Ölkelduvegur 9,Grundarfirði,19900000,7980000,0,0,Fjölbýli,2008,70,2,NA,NA,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Húnabraut 22,Blönduósi,11000000,11800000,34350000,9635000,Hæðir,1961,131,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sunnusmári 18 (504),Kópavogi,49900000,0,0,0,Fjölbýli,2019,78.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gata land 1 219821,Ölfus,80000000,3530000,0,0,Jörð/Lóð,NA,15000000,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Dalabyggð 24,Flúðum,24900000,16050000,0,0,Sumarhús,2009,60.9,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Útey 1,Laugarvatni,NA,0,0,0,Jörð/Lóð,NA,0,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kirkjubraut 37,Akranesi,34900000,23900000,46900000,0,Fjölbýli,1958,150.5,5,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sandabraut 12,Akranesi,29900000,31700000,29570000,0,Hæðir,1952,110.2,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Eiríksgata 33,Reykjavík,36900000,33550000,19448000,0,Fjölbýli,1936,54.5,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - Villamartin - Einbýlishús,Útlöndum,38100000,0,0,0,Einbýli,NA,0,4,3,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Vatnsnesvegur 31,Reykjanesbæ,44900000,35750000,47660000,0,Fjölbýli,1954,189,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Austurhóp 7,Grindavík,48500000,44300000,53150000,0,Einbýli,2008,165.1,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hofskot 16,NA,24900000,20600000,28850000,0,Sumarhús,2014,69.4,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Básvegur 7,Reykjanesbæ,NA,26750000,53150000,0,atv,1928,470,0,0,0,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vallakór 4,Kópavogi,NA,0,0,0,atv,2009,410,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mánagrund 0,Reykjanesbæ,39000000,30400000,77850000,0,atv,1993,410.2,1,3,2,3,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smiðshöfði 7,Reykjavík,NA,62650000,69950000,0,atv,1979,740,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mánagrund 0,Reykjanesbæ,39000000,12150000,0,0,atv,NA,410,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Eystra-Stokkseyrasel,Stokkseyri,50000000,139650000,0,0,Jörð/Lóð,NA,1598000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtsgata 24,Njarðvík,NA,22900000,54400000,0,atv,1959,203.4,4,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smáratorg 1,Kópavogi,NA,2122550000,3352350000,0,atv,1998,850,8,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Laugavegur 38,Reykjavík,39900000,38200000,18100000,0,Fjölbýli,1905,61.3,3,1,2,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Laugavegur 38,Reykjavík,52500000,48150000,30000000,0,Fjölbýli,1905,87.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Heiðarás 4,Borgarnesi,8300000,6780000,0,0,Sumarhús,NA,124.5,4,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Viðarhöfði 3,Reykjavík,NA,0,0,0,atv,1990,2881.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Breiðahvarf 4,Kópavogi,124000000,104150000,105260000,0,Einbýli,1956,328.7,6,10,2,4,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kársnesbraut 102,Kópavogi,NA,169600000,134350000,0,atv,1983,716,12,4,1,0,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smárabraut 11,Blönduósi,23500000,13250000,24750000,0,Par/Raðhús,2010,97.8,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Aflagrandi 22,Reykjavík,98000000,88000000,65600000,0,Par/Raðhús,1991,187.5,7,NA,NA,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Norðlingabraut 16,Reykjavík,199000000,23900000,0,0,Jörð/Lóð,2017,4072,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjavegur 45,Selfossi,25900000,22750000,26265000,0,Sumarhús,1991,71.6,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Blómsturvellir 47,Neskaupstað,36000000,30100000,53900000,0,Einbýli,1970,178.7,5,4,1,1,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Strikið 1B,Garðabæ,72300000,0,0,0,Fjölbýli,2018,98.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Bogatröð 1,Reykjanesbæ,285000000,47800000,0,0,atv,1960,1501,0,NA,NA,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Básbryggja 35,Reykjavík,81900000,60000000,63200000,0,Par/Raðhús,1999,201.7,5,3,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,82700000,27700000,0,0,atv,2019,413.7,1,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,56600000,18750000,0,0,atv,2019,276.3,1,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hlíðasmári 3,Kópavogi,NA,0,0,0,atv,NA,327,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sumarhús Lundskógi,Akureyri,22900000,18500000,20600000,0,Sumarhús,1999,44.6,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vesturgata 73,Reykjavík,78000000,70850000,48350000,0,Fjölbýli,1986,183.1,6,3,3,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Tavira, Algarve - Portugal 111161",Útlöndum,27300000,0,0,0,Par/Raðhús,NA,70,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekkuheiði 16,Selfossi,29900000,22950000,25450000,0,Sumarhús,2006,70.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skútuvogur 3,Reykjavík,NA,0,0,0,atv,2000,650,0,0,0,0,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Böðmóðsstaðir eignarland 7,Selfossi,28900000,23800000,21250000,0,Sumarhús,1989,65.4,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - Las Colinas,Útlöndum,114900000,0,0,0,Einbýli,NA,0,6,4,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - San Pedro del Pínatar,Útlöndum,33000000,0,0,0,Einbýli,NA,0,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Flugvellir 20,Reykjanesbæ,56600000,18750000,0,0,atv,2019,276.3,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,82700000,27700000,0,0,atv,2019,413.7,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Furudalur 20,Njarðvík,41700000,25250000,0,0,Par/Raðhús,2018,170.6,4,NA,NA,NA,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Norðurhella (gistiheimili) 9,Hafnarfirði,NA,14950000,0,0,Jörð/Lóð,0,833.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Arenales Playa 9, Costa Blanca Alicante",Útlöndum,15100000,0,0,0,Fjölbýli,NA,79,3,2,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Las Colinas golfvöllurinn,Útlöndum,27300000,0,0,0,Par/Raðhús,NA,101,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Reykjaból 13,Flúðum,7900000,2110000,0,0,Jörð/Lóð,NA,98.8,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bergþórugata 23 (301),Reykjavík,66900000,43850000,30250000,0,Fjölbýli,2016,103.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Áshamar 75,Vestmannaeyjum,22700000,17000000,26650000,0,Fjölbýli,1976,91.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Norðurbakki Skipti ód  9A,Hafnarfirði,72850000,54450000,47180000,0,Fjölbýli,2015,124.2,4,3,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Aguas Nuevas,Útlöndum,31688000,0,0,0,Fjölbýli,NA,97.5,5,4,1,3,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Aguas Nuevas,Útlöndum,21352000,0,0,0,Fjölbýli,2019,64,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fjölnisgata 2a,Akureyri,42500000,29200000,30150000,0,atv,1975,193.9,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Flugvellir 20,Reykjanesbæ,NA,27700000,0,0,atv,2019,413.7,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Flugvellir 20,Reykjanesbæ,NA,18750000,0,0,atv,2019,276.3,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Hlíðargata 35,Fáskrúðsfirði,29000000,20400000,47560000,0,Einbýli,1968,193,5,4,1,1,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Aguas Nuevas,Útlöndum,28560000,0,0,0,Fjölbýli,2018,97.5,4,3,1,3,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Aguas Nuevas,Útlöndum,47600000,0,0,0,Einbýli,2019,143,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Luxembourg Wasserbillig,Útlöndum,66000000,0,0,0,Fjölbýli,2019,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skólavörðustígur 36,Reykjavík,145000000,30590000,37950000,0,atv,1922,282,0,NA,NA,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið  1C,Garðabæ,60500000,0,0,0,Fjölbýli,2018,100.5,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið  1A,Garðabæ,62200000,0,0,0,Fjölbýli,2018,92.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Gilvegur 4,Selfossi,39000000,26950000,0,0,Sumarhús,2008,129,6,5,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Los Alcázares,Útlöndum,34000000,0,0,0,Par/Raðhús,2019,122,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Lækur Hafnarlandi 0,Akranesi,6000000,3100000,0,0,Jörð/Lóð,0,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fossmýri 0,Selfossi,26000000,8360000,0,0,Jörð/Lóð,2019,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ferjubraut 11,Selfossi,5500000,2610000,0,0,Jörð/Lóð,0,6266,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
La Marina ný og flott,Útlöndum,18300000,0,0,0,Fjölbýli,NA,75,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekadalur 9,Njarðvík,NA,8610000,0,0,Einbýli,NA,250,5,4,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurgerði,Vestmannaeyjum,39900000,42500000,63400000,0,Einbýli,1977,210.8,6,5,1,2,-,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Glæsihús - FINESTRAT (Benidorm) 345.000 &#8364;,Útlöndum,46575000,0,0,0,Einbýli,2019,222,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Glæsihús - Villamartin marina 299.000 &#8364;,Útlöndum,40365000,0,0,0,Einbýli,2019,195,4,3,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Glæsihús Natura - Villamartin 306.000 &#8364;,Útlöndum,41310000,0,0,0,Einbýli,2019,165,4,3,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Aðalstræti 24,Ísafirði,19900000,10200000,21750000,0,Fjölbýli,1935,61.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurgerði  4,Vestmannaeyjum,39900000,42500000,73500000,0,Einbýli,1977,252.4,5,4,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fífilgata 5,Vestmannaeyjum,18800000,17350000,27800000,0,Fjölbýli,1929,88.7,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtsgata 1,Njarðvík,39500000,30900000,39690000,0,Fjölbýli,1965,158.7,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Laugavegur  178,Reykjavík,75000,0,0,0,atv,NA,30,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Miðbraut,Búðardal,22000000,15000000,39500000,0,Par/Raðhús,1943,145.1,5,4,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Iðavellir 0,Selfossi,24900000,16150000,19400000,0,Sumarhús,2003,76.2,3,3,1,2,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Torrevieja miðbær glæsileg,Útlöndum,16200000,0,0,0,Fjölbýli,NA,61.7,2,1,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Fyrir Golfarann SUNGOLFBEACH,Útlöndum,14500000,0,0,0,Fjölbýli,NA,60,2,1,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Glæsilegt parhús Orihuela Costa,Útlöndum,22500000,0,0,0,Par/Raðhús,NA,98,4,3,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kotárgerði 17,Akureyri,64900000,62750000,70205000,0,Fjölbýli,1966,223.4,7,4,2,0,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Kiðárbotnar 10,Akranesi,17400000,15150000,15900000,0,Sumarhús,1980,47.5,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
SPÁNN - Daya Nueva,Útlöndum,27500000,0,0,0,Par/Raðhús,2019,100,4,3,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Glæsilegt einbýli Residencial la Luna,Útlöndum,53500000,0,0,0,Einbýli,NA,158,4,3,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Glæsileg DELUXE-DEHESA DE CAMPOAMOR,Útlöndum,71200000,0,0,0,Einbýli,NA,92,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Glæsileg Villas Las Lagunas,Útlöndum,34200000,0,0,0,Par/Raðhús,NA,101,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Villamartin spennandi,Útlöndum,24500000,0,0,0,Hæðir,NA,73,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - Vistabella,Útlöndum,18900000,0,0,0,Fjölbýli,NA,0,3,2,1,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
SPÁNN - Torre de la Horadada,Útlöndum,24500000,0,0,0,Fjölbýli,NA,75,3,2,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strandgata 36,Tálknafirði,NA,16800000,102800000,0,atv,1977,418.6,10,8,2,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gullfalleg  la Luna phase lll,Útlöndum,19000000,0,0,0,Fjölbýli,NA,84,3,2,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Urðarhvarf 14,Kópavogi,NA,869050000,542850000,0,atv,2016,900,0,0,0,0,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Dalbraut 8,Búðardal,24000000,17000000,40460000,0,Einbýli,1962,145,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Katrínartún - Höfðatorg 2,Reykjavík,NA,0,0,0,atv,NA,1825,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið  1C,Garðabæ,61300000,0,0,0,Fjölbýli,2018,101.8,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Kuggavogur  15,Reykjavík,49900000,23250000,0,0,Fjölbýli,2018,91.1,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Grandagarður (Leiga) 13,Reykjavík,NA,40750000,40450000,0,atv,1960,196.8,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
